Study Name	fullMap
Sample Name	CuCrAl
Run Name	spot00
Operator	Colin
Date	1/31/2024
Time	12:24 PM
Sign	FIX
Grating Spacing	06.40um
Channel	2
Number Traces	2000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	1:47:43 PM
	
Time	Amplitude
0.000000E+0	-3.323433E-4
5.000000E-11	-3.049336E-4
1.000000E-10	-2.621058E-4
1.500000E-10	-2.860894E-4
2.000000E-10	-3.357696E-4
2.500000E-10	-3.306302E-4
3.000000E-10	-2.826632E-4
3.500000E-10	-2.689583E-4
4.000000E-10	-3.083598E-4
4.500000E-10	-3.734580E-4
5.000000E-10	-4.231382E-4
5.500000E-10	-4.539742E-4
6.000000E-10	-4.625397E-4
6.500000E-10	-4.471217E-4
7.000000E-10	-4.214251E-4
7.500000E-10	-4.317037E-4
8.000000E-10	-4.214251E-4
8.500000E-10	-3.768842E-4
9.000000E-10	-3.323433E-4
9.500000E-10	-3.186385E-4
1.000000E-9	-2.740976E-4
1.050000E-9	-1.952945E-4
1.100000E-9	-1.319095E-4
1.150000E-9	-8.394239E-5
1.200000E-9	-1.884421E-5
1.250000E-9	4.282775E-5
1.300000E-9	6.167196E-5
1.350000E-9	4.625397E-5
1.400000E-9	5.139330E-5
1.450000E-9	5.824574E-5
1.500000E-9	5.481952E-5
1.550000E-9	7.708995E-5
1.600000E-9	1.678848E-4
1.650000E-9	3.066467E-4
1.700000E-9	4.488348E-4
1.750000E-9	5.721787E-4
1.800000E-9	6.492687E-4
1.850000E-9	6.561211E-4
1.900000E-9	5.858836E-4
1.950000E-9	4.693921E-4
2.000000E-9	3.117860E-4
2.050000E-9	1.216308E-4
2.100000E-9	-9.593416E-5
2.150000E-9	-3.134991E-4
2.200000E-9	-4.916626E-4
2.250000E-9	-5.841705E-4
2.300000E-9	-6.064409E-4
2.350000E-9	-6.201458E-4
2.400000E-9	-6.492687E-4
2.450000E-9	-6.544080E-4
2.500000E-9	-5.961623E-4
2.550000E-9	-4.916626E-4
2.600000E-9	-4.077202E-4
2.650000E-9	-3.152122E-4
2.700000E-9	-1.576061E-4
2.750000E-9	1.199177E-5
2.800000E-9	1.164915E-4
2.850000E-9	1.935814E-4
2.900000E-9	2.740976E-4
2.950000E-9	3.032205E-4
3.000000E-9	2.843763E-4
3.050000E-9	2.895156E-4
3.100000E-9	3.015074E-4
3.150000E-9	2.655321E-4
3.200000E-9	2.295567E-4
3.250000E-9	2.381223E-4
3.300000E-9	2.466878E-4
3.350000E-9	2.021470E-4
3.400000E-9	1.353357E-4
3.450000E-9	7.023751E-5
3.500000E-9	-1.370488E-5
3.550000E-9	-1.044997E-4
3.600000E-9	-1.661717E-4
3.650000E-9	-2.552534E-4
3.700000E-9	-4.111464E-4
3.750000E-9	-5.738919E-4
3.800000E-9	-7.177931E-4
3.850000E-9	-8.959565E-4
3.900000E-9	-1.080972E-3
3.950000E-9	-1.192325E-3
4.000000E-9	-1.236865E-3
4.050000E-9	-1.276267E-3
4.100000E-9	-1.300250E-3
4.150000E-9	-1.277980E-3
4.200000E-9	-1.219734E-3
4.250000E-9	-1.144357E-3
4.300000E-9	-1.068981E-3
4.350000E-9	-1.005596E-3
4.400000E-9	-9.233663E-4
4.450000E-9	-8.017355E-4
4.500000E-9	-6.715391E-4
4.550000E-9	-5.533345E-4
4.600000E-9	-3.974415E-4
4.650000E-9	-2.381223E-4
4.700000E-9	-1.370488E-4
4.750000E-9	-7.023751E-5
4.800000E-9	2.398354E-5
4.850000E-9	1.147784E-4
4.900000E-9	1.541799E-4
4.950000E-9	1.918683E-4
5.000000E-9	2.466878E-4
5.050000E-9	2.980811E-4
5.100000E-9	3.768842E-4
5.150000E-9	4.642528E-4
5.200000E-9	5.327772E-4
5.250000E-9	5.824574E-4
5.300000E-9	6.218589E-4
5.350000E-9	6.269983E-4
5.400000E-9	6.201458E-4
5.450000E-9	6.475556E-4
5.500000E-9	6.732522E-4
5.550000E-9	6.184327E-4
5.600000E-9	5.122199E-4
5.650000E-9	3.888760E-4
5.700000E-9	1.952945E-4
5.750000E-9	-7.023751E-5
