Study Name	fullMap
Sample Name	CuCrAl
Run Name	spot00
Operator	Colin
Date	1/31/2024
Time	12:24 PM
Sign	POS
Grating Spacing	06.40um
Channel	2
Number Traces	2000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	6:01:11 PM
	
Time	Amplitude
0.000000E+0	-4.882364E-4
5.000000E-11	-6.972358E-4
1.000000E-10	-9.182270E-4
1.500000E-10	-1.080972E-3
2.000000E-10	-1.161489E-3
2.500000E-10	-1.197464E-3
3.000000E-10	-1.185472E-3
3.500000E-10	-1.113522E-3
4.000000E-10	-1.000456E-3
4.500000E-10	-8.685468E-4
5.000000E-10	-7.075144E-4
5.500000E-10	-5.464821E-4
6.000000E-10	-3.923022E-4
6.500000E-10	-2.569665E-4
7.000000E-10	-1.387619E-4
7.500000E-10	-4.796708E-5
8.000000E-10	1.199177E-5
8.500000E-10	3.940153E-5
9.000000E-10	1.370488E-5
9.500000E-10	-5.995885E-5
1.000000E-9	-1.593192E-4
1.050000E-9	-2.535403E-4
1.100000E-9	-3.100729E-4
1.150000E-9	-3.117860E-4
1.200000E-9	-2.895156E-4
1.250000E-9	-2.621058E-4
1.300000E-9	-2.329830E-4
1.350000E-9	-2.004339E-4
1.400000E-9	-1.781634E-4
1.450000E-9	-1.507537E-4
1.500000E-9	-1.113522E-4
1.550000E-9	-8.051617E-5
1.600000E-9	-5.653263E-5
1.650000E-9	-4.282775E-5
1.700000E-9	-4.454086E-5
1.750000E-9	-3.597531E-5
1.800000E-9	1.884421E-5
1.850000E-9	8.908172E-5
1.900000E-9	1.199177E-4
1.950000E-9	9.593416E-5
2.000000E-9	6.852440E-5
2.050000E-9	3.768842E-5
2.100000E-9	-1.370488E-5
2.150000E-9	-7.880306E-5
2.200000E-9	-1.473275E-4
2.250000E-9	-2.484010E-4
2.300000E-9	-3.648924E-4
2.350000E-9	-5.070806E-4
2.400000E-9	-6.886702E-4
2.450000E-9	-9.045221E-4
2.500000E-9	-1.116948E-3
2.550000E-9	-1.279693E-3
2.600000E-9	-1.403037E-3
2.650000E-9	-1.492119E-3
2.700000E-9	-1.517815E-3
2.750000E-9	-1.466422E-3
2.800000E-9	-1.339652E-3
2.850000E-9	-1.149497E-3
2.900000E-9	-9.148007E-4
2.950000E-9	-6.526949E-4
3.000000E-9	-4.128595E-4
3.050000E-9	-2.021470E-4
3.100000E-9	-1.199177E-5
3.150000E-9	1.370488E-4
3.200000E-9	2.158519E-4
3.250000E-9	2.312699E-4
3.300000E-9	2.261305E-4
3.350000E-9	1.987208E-4
3.400000E-9	1.319095E-4
3.450000E-9	5.139330E-5
3.500000E-9	-2.055732E-5
3.550000E-9	-6.338507E-5
3.600000E-9	-6.509818E-5
3.650000E-9	-7.880306E-5
3.700000E-9	-1.353357E-4
3.750000E-9	-1.730241E-4
3.800000E-9	-1.627455E-4
3.850000E-9	-1.695979E-4
3.900000E-9	-2.141388E-4
3.950000E-9	-2.175650E-4
4.000000E-9	-1.730241E-4
4.050000E-9	-1.833028E-4
4.100000E-9	-2.449747E-4
4.150000E-9	-2.672452E-4
4.200000E-9	-2.501141E-4
4.250000E-9	-2.843763E-4
4.300000E-9	-3.768842E-4
4.350000E-9	-4.488348E-4
4.400000E-9	-5.105068E-4
4.450000E-9	-6.081541E-4
4.500000E-9	-6.835309E-4
4.550000E-9	-6.835309E-4
4.600000E-9	-6.595474E-4
4.650000E-9	-6.544080E-4
4.700000E-9	-6.081541E-4
4.750000E-9	-4.916626E-4
4.800000E-9	-3.614662E-4
4.850000E-9	-2.072863E-4
4.900000E-9	6.852440E-6
4.950000E-9	2.484010E-4
5.000000E-9	4.471217E-4
5.050000E-9	5.807443E-4
5.100000E-9	6.869571E-4
5.150000E-9	7.469160E-4
5.200000E-9	7.417766E-4
5.250000E-9	6.595474E-4
5.300000E-9	5.327772E-4
5.350000E-9	3.923022E-4
5.400000E-9	2.312699E-4
5.450000E-9	4.282775E-5
5.500000E-9	-1.695979E-4
5.550000E-9	-3.683187E-4
5.600000E-9	-5.396297E-4
5.650000E-9	-7.040882E-4
5.700000E-9	-8.788254E-4
