Study Name	fullMap
Sample Name	CuCrAl
Run Name	spot00
Operator	Colin
Date	1/31/2024
Time	12:24 PM
Sign	FIX
Grating Spacing	06.40um
Channel	2
Number Traces	2000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	3:03:07 PM
	
Time	Amplitude
0.000000E+0	2.004339E-4
5.000000E-11	3.580400E-4
1.000000E-10	5.396297E-4
1.500000E-10	6.869571E-4
2.000000E-10	7.246455E-4
2.500000E-10	6.732522E-4
3.000000E-10	5.773181E-4
3.500000E-10	4.334168E-4
4.000000E-10	2.192781E-4
4.500000E-10	-2.569665E-5
5.000000E-10	-2.432616E-4
5.500000E-10	-4.179988E-4
6.000000E-10	-5.704656E-4
6.500000E-10	-6.818178E-4
7.000000E-10	-7.023751E-4
7.500000E-10	-6.252852E-4
8.000000E-10	-4.745315E-4
8.500000E-10	-2.963680E-4
9.000000E-10	-1.319095E-4
9.500000E-10	2.740976E-5
1.000000E-9	2.089994E-4
1.050000E-9	4.128595E-4
1.100000E-9	5.927361E-4
1.150000E-9	7.417766E-4
1.200000E-9	8.651206E-4
1.250000E-9	9.764727E-4
1.300000E-9	1.072407E-3
1.350000E-9	1.132366E-3
1.400000E-9	1.147784E-3
1.450000E-9	1.134079E-3
1.500000E-9	1.084399E-3
1.550000E-9	1.007309E-3
1.600000E-9	9.165139E-4
1.650000E-9	8.428501E-4
1.700000E-9	7.794651E-4
1.750000E-9	7.229324E-4
1.800000E-9	6.526949E-4
1.850000E-9	5.841705E-4
1.900000E-9	5.276379E-4
1.950000E-9	5.105068E-4
2.000000E-9	5.259248E-4
2.050000E-9	5.481952E-4
2.100000E-9	5.995885E-4
2.150000E-9	6.287114E-4
2.200000E-9	5.413428E-4
2.250000E-9	3.494744E-4
2.300000E-9	1.353357E-4
2.350000E-9	-1.353357E-4
2.400000E-9	-5.190723E-4
2.450000E-9	-9.079483E-4
2.500000E-9	-1.231726E-3
2.550000E-9	-1.531520E-3
2.600000E-9	-1.802192E-3
2.650000E-9	-1.935814E-3
2.700000E-9	-1.930675E-3
2.750000E-9	-1.829601E-3
2.800000E-9	-1.594905E-3
2.850000E-9	-1.219734E-3
2.900000E-9	-8.188666E-4
2.950000E-9	-4.779577E-4
3.000000E-9	-1.678848E-4
3.050000E-9	1.216308E-4
3.100000E-9	3.391958E-4
3.150000E-9	4.608266E-4
3.200000E-9	4.882364E-4
3.250000E-9	3.871629E-4
3.300000E-9	1.695979E-4
3.350000E-9	-7.366373E-5
3.400000E-9	-3.100729E-4
3.450000E-9	-5.858836E-4
3.500000E-9	-8.873910E-4
3.550000E-9	-1.147784E-3
3.600000E-9	-1.348218E-3
3.650000E-9	-1.497258E-3
3.700000E-9	-1.594905E-3
3.750000E-9	-1.632594E-3
3.800000E-9	-1.601758E-3
3.850000E-9	-1.514389E-3
3.900000E-9	-1.372201E-3
3.950000E-9	-1.146071E-3
4.000000E-9	-8.222928E-4
4.050000E-9	-5.105068E-4
4.100000E-9	-2.946549E-4
4.150000E-9	-1.301964E-4
4.200000E-9	-2.055732E-5
4.250000E-9	-2.740976E-5
4.300000E-9	-1.473275E-4
4.350000E-9	-3.186385E-4
4.400000E-9	-5.790312E-4
4.450000E-9	-9.576285E-4
4.500000E-9	-1.355070E-3
4.550000E-9	-1.695979E-3
4.600000E-9	-1.968363E-3
4.650000E-9	-2.144814E-3
4.700000E-9	-2.191068E-3
4.750000E-9	-2.081429E-3
4.800000E-9	-1.774782E-3
4.850000E-9	-1.320808E-3
4.900000E-9	-8.599812E-4
4.950000E-9	-4.676790E-4
5.000000E-9	-1.199177E-4
5.050000E-9	1.918683E-4
5.100000E-9	4.060071E-4
5.150000E-9	4.865232E-4
5.200000E-9	4.334168E-4
5.250000E-9	2.997943E-4
5.300000E-9	1.233439E-4
5.350000E-9	-1.010735E-4
5.400000E-9	-3.563269E-4
5.450000E-9	-5.567608E-4
5.500000E-9	-6.595474E-4
5.550000E-9	-6.972358E-4
5.600000E-9	-6.749653E-4
5.650000E-9	-5.653263E-4
5.700000E-9	-4.042940E-4
5.750000E-9	-2.638189E-4
