Study Name	fullMap
Sample Name	CuCrAl
Run Name	spot00
Operator	Colin
Date	1/31/2024
Time	12:24 PM
Sign	POS
Grating Spacing	06.40um
Channel	2
Number Traces	2000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	4:43:36 PM
	
Time	Amplitude
0.000000E+0	-2.672452E-4
5.000000E-11	-3.460482E-4
1.000000E-10	-4.471217E-4
1.500000E-10	-5.961623E-4
2.000000E-10	-7.143669E-4
2.500000E-10	-7.777519E-4
3.000000E-10	-8.274321E-4
3.500000E-10	-8.325715E-4
4.000000E-10	-7.708995E-4
4.500000E-10	-6.681129E-4
5.000000E-10	-5.207854E-4
5.500000E-10	-3.614662E-4
6.000000E-10	-2.381223E-4
6.500000E-10	-1.404750E-4
7.000000E-10	-3.940153E-5
7.500000E-10	1.199177E-5
8.000000E-10	-3.254909E-5
8.500000E-10	-1.216308E-4
9.000000E-10	-2.364092E-4
9.500000E-10	-4.351299E-4
1.000000E-9	-6.852440E-4
1.050000E-9	-8.925303E-4
1.100000E-9	-1.077546E-3
1.150000E-9	-1.265988E-3
1.200000E-9	-1.377340E-3
1.250000E-9	-1.379054E-3
1.300000E-9	-1.375627E-3
1.350000E-9	-1.391045E-3
1.400000E-9	-1.325947E-3
1.450000E-9	-1.223161E-3
1.500000E-9	-1.188898E-3
1.550000E-9	-1.190611E-3
1.600000E-9	-1.173480E-3
1.650000E-9	-1.176907E-3
1.700000E-9	-1.233439E-3
1.750000E-9	-1.250570E-3
1.800000E-9	-1.197464E-3
1.850000E-9	-1.120374E-3
1.900000E-9	-1.046710E-3
1.950000E-9	-9.867514E-4
2.000000E-9	-8.976696E-4
2.050000E-9	-7.777519E-4
2.100000E-9	-6.766785E-4
2.150000E-9	-5.875967E-4
2.200000E-9	-4.625397E-4
2.250000E-9	-3.186385E-4
2.300000E-9	-1.987208E-4
2.350000E-9	-8.908172E-5
2.400000E-9	3.426220E-6
2.450000E-9	5.824574E-5
2.500000E-9	1.182046E-4
2.550000E-9	2.192781E-4
2.600000E-9	2.792369E-4
2.650000E-9	3.032205E-4
2.700000E-9	3.374827E-4
2.750000E-9	3.511876E-4
2.800000E-9	2.946549E-4
2.850000E-9	2.158519E-4
2.900000E-9	1.661717E-4
2.950000E-9	1.096390E-4
3.000000E-9	4.796708E-5
3.050000E-9	6.852440E-6
3.100000E-9	-3.426220E-5
3.150000E-9	-8.565550E-5
3.200000E-9	-1.164915E-4
3.250000E-9	-1.593192E-4
3.300000E-9	-2.466878E-4
3.350000E-9	-3.117860E-4
3.400000E-9	-2.775238E-4
3.450000E-9	-2.055732E-4
3.500000E-9	-1.524668E-4
3.550000E-9	-6.681129E-5
3.600000E-9	2.055732E-5
3.650000E-9	2.912287E-5
3.700000E-9	-3.940153E-5
3.750000E-9	-1.233439E-4
3.800000E-9	-2.552534E-4
3.850000E-9	-4.265644E-4
3.900000E-9	-5.721787E-4
3.950000E-9	-6.818178E-4
4.000000E-9	-7.640471E-4
4.050000E-9	-7.417766E-4
4.100000E-9	-6.115803E-4
4.150000E-9	-4.385562E-4
4.200000E-9	-2.312699E-4
4.250000E-9	3.940153E-5
4.300000E-9	3.443351E-4
4.350000E-9	6.201458E-4
4.400000E-9	8.497026E-4
4.450000E-9	1.003882E-3
4.500000E-9	1.077546E-3
4.550000E-9	1.099817E-3
4.600000E-9	1.062128E-3
4.650000E-9	9.404974E-4
4.700000E-9	7.674733E-4
4.750000E-9	6.218589E-4
4.800000E-9	5.327772E-4
4.850000E-9	4.659659E-4
4.900000E-9	4.454086E-4
4.950000E-9	5.276379E-4
5.000000E-9	6.595474E-4
5.050000E-9	7.760388E-4
5.100000E-9	9.113745E-4
5.150000E-9	1.074120E-3
5.200000E-9	1.224874E-3
5.250000E-9	1.341365E-3
5.300000E-9	1.416742E-3
5.350000E-9	1.451004E-3
5.400000E-9	1.456144E-3
5.450000E-9	1.449291E-3
5.500000E-9	1.399611E-3
5.550000E-9	1.313955E-3
5.600000E-9	1.231726E-3
5.650000E-9	1.182046E-3
5.700000E-9	1.146071E-3
5.750000E-9	1.111808E-3
