Study Name	fullMap
Sample Name	CuCrAl
Run Name	spot00
Operator	Colin
Date	1/31/2024
Time	12:24 PM
Sign	FIX
Grating Spacing	06.40um
Channel	2
Number Traces	2000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	12:47:05 PM
	
Time	Amplitude
0.000000E+0	7.691864E-4
5.000000E-11	7.948830E-4
1.000000E-10	7.811782E-4
1.500000E-10	7.280718E-4
2.000000E-10	6.424163E-4
2.500000E-10	5.259248E-4
3.000000E-10	3.717449E-4
3.500000E-10	2.175650E-4
4.000000E-10	9.079483E-5
4.500000E-10	-1.370488E-5
5.000000E-10	-1.182046E-4
5.500000E-10	-2.141388E-4
6.000000E-10	-2.758107E-4
6.500000E-10	-3.083598E-4
7.000000E-10	-3.186385E-4
7.500000E-10	-3.066467E-4
8.000000E-10	-2.621058E-4
8.500000E-10	-1.987208E-4
9.000000E-10	-1.421881E-4
9.500000E-10	-1.130653E-4
1.000000E-9	-1.233439E-4
1.050000E-9	-1.627455E-4
1.100000E-9	-2.312699E-4
1.150000E-9	-3.272040E-4
1.200000E-9	-4.351299E-4
1.250000E-9	-5.156461E-4
1.300000E-9	-5.619001E-4
1.350000E-9	-6.304245E-4
1.400000E-9	-7.092275E-4
1.450000E-9	-7.109407E-4
1.500000E-9	-6.218589E-4
1.550000E-9	-5.105068E-4
1.600000E-9	-3.785973E-4
1.650000E-9	-1.764503E-4
1.700000E-9	7.023751E-5
1.750000E-9	3.032205E-4
1.800000E-9	5.002281E-4
1.850000E-9	6.612605E-4
1.900000E-9	7.863175E-4
1.950000E-9	8.462763E-4
2.000000E-9	8.222928E-4
2.050000E-9	7.160800E-4
2.100000E-9	5.653263E-4
2.150000E-9	3.803104E-4
2.200000E-9	1.576061E-4
2.250000E-9	-8.565550E-5
2.300000E-9	-3.272040E-4
2.350000E-9	-5.670394E-4
2.400000E-9	-7.828913E-4
2.450000E-9	-9.370712E-4
2.500000E-9	-1.027866E-3
2.550000E-9	-1.103243E-3
2.600000E-9	-1.207743E-3
2.650000E-9	-1.305390E-3
2.700000E-9	-1.356783E-3
2.750000E-9	-1.344791E-3
2.800000E-9	-1.300250E-3
2.850000E-9	-1.206029E-3
2.900000E-9	-1.077546E-3
2.950000E-9	-9.524892E-4
3.000000E-9	-8.497026E-4
3.050000E-9	-7.400635E-4
3.100000E-9	-6.235720E-4
3.150000E-9	-5.464821E-4
3.200000E-9	-5.413428E-4
3.250000E-9	-5.756050E-4
3.300000E-9	-6.167196E-4
3.350000E-9	-6.955227E-4
3.400000E-9	-8.137273E-4
3.450000E-9	-9.148007E-4
3.500000E-9	-9.747596E-4
3.550000E-9	-1.041571E-3
3.600000E-9	-1.118661E-3
3.650000E-9	-1.159775E-3
3.700000E-9	-1.132366E-3
3.750000E-9	-1.056989E-3
3.800000E-9	-9.542023E-4
3.850000E-9	-8.103010E-4
3.900000E-9	-6.389900E-4
3.950000E-9	-4.693921E-4
4.000000E-9	-3.289171E-4
4.050000E-9	-2.021470E-4
4.100000E-9	-8.908172E-5
4.150000E-9	-2.740976E-5
4.200000E-9	-3.254909E-5
4.250000E-9	-5.995885E-5
4.300000E-9	-7.537684E-5
4.350000E-9	-1.319095E-4
4.400000E-9	-2.329830E-4
4.450000E-9	-3.237778E-4
4.500000E-9	-3.871629E-4
4.550000E-9	-4.625397E-4
4.600000E-9	-5.310641E-4
4.650000E-9	-5.413428E-4
4.700000E-9	-5.105068E-4
4.750000E-9	-4.830970E-4
4.800000E-9	-4.591135E-4
4.850000E-9	-3.974415E-4
4.900000E-9	-2.980811E-4
4.950000E-9	-2.055732E-4
5.000000E-9	-1.490406E-4
5.050000E-9	-1.010735E-4
5.100000E-9	-3.768842E-5
5.150000E-9	-3.426220E-6
5.200000E-9	-2.740976E-5
5.250000E-9	-4.968019E-5
5.300000E-9	-5.481952E-5
5.350000E-9	-9.079483E-5
5.400000E-9	-1.456144E-4
5.450000E-9	-1.558930E-4
5.500000E-9	-1.541799E-4
5.550000E-9	-2.021470E-4
5.600000E-9	-2.775238E-4
5.650000E-9	-3.597531E-4
