Study Name	fullMap
Sample Name	CuCrAl
Run Name	spot00
Operator	Colin
Date	1/31/2024
Time	12:24 PM
Sign	POS
Grating Spacing	06.40um
Channel	2
Number Traces	2000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	12:52:36 PM
	
Time	Amplitude
0.000000E+0	5.122199E-4
5.000000E-11	3.254909E-4
1.000000E-10	1.764503E-4
1.500000E-10	7.366373E-5
2.000000E-10	-1.541799E-5
2.500000E-10	-9.079483E-5
3.000000E-10	-1.284833E-4
3.500000E-10	-1.353357E-4
4.000000E-10	-1.044997E-4
4.500000E-10	-2.055732E-5
5.000000E-10	9.250794E-5
5.500000E-10	2.141388E-4
6.000000E-10	3.734580E-4
6.500000E-10	5.807443E-4
7.000000E-10	7.914568E-4
7.500000E-10	9.696203E-4
8.000000E-10	1.103243E-3
8.500000E-10	1.168341E-3
9.000000E-10	1.152923E-3
9.500000E-10	1.075833E-3
1.000000E-9	9.062352E-4
1.050000E-9	6.269983E-4
1.100000E-9	3.032205E-4
1.150000E-9	1.713110E-5
1.200000E-9	-2.501141E-4
1.250000E-9	-5.344903E-4
1.300000E-9	-8.051617E-4
1.350000E-9	-1.022727E-3
1.400000E-9	-1.168341E-3
1.450000E-9	-1.235152E-3
1.500000E-9	-1.223161E-3
1.550000E-9	-1.147784E-3
1.600000E-9	-1.012448E-3
1.650000E-9	-8.274321E-4
1.700000E-9	-6.372769E-4
1.750000E-9	-4.848101E-4
1.800000E-9	-3.700318E-4
1.850000E-9	-2.792369E-4
1.900000E-9	-2.055732E-4
1.950000E-9	-1.541799E-4
2.000000E-9	-1.421881E-4
2.050000E-9	-1.815897E-4
2.100000E-9	-2.655321E-4
2.150000E-9	-3.597531E-4
2.200000E-9	-4.385562E-4
2.250000E-9	-5.070806E-4
2.300000E-9	-5.636132E-4
2.350000E-9	-5.773181E-4
2.400000E-9	-5.550476E-4
2.450000E-9	-5.207854E-4
2.500000E-9	-4.385562E-4
2.550000E-9	-2.706714E-4
2.600000E-9	-7.195062E-5
2.650000E-9	1.096390E-4
2.700000E-9	2.997943E-4
2.750000E-9	4.865232E-4
2.800000E-9	6.098672E-4
2.850000E-9	6.715391E-4
2.900000E-9	7.109407E-4
2.950000E-9	7.006620E-4
3.000000E-9	6.150065E-4
3.050000E-9	4.745315E-4
3.100000E-9	3.100729E-4
3.150000E-9	1.336226E-4
3.200000E-9	-4.968019E-5
3.250000E-9	-2.227043E-4
3.300000E-9	-3.563269E-4
3.350000E-9	-4.471217E-4
3.400000E-9	-5.087937E-4
3.450000E-9	-5.362034E-4
3.500000E-9	-5.224986E-4
3.550000E-9	-4.779577E-4
3.600000E-9	-4.248513E-4
3.650000E-9	-3.631793E-4
3.700000E-9	-2.878025E-4
3.750000E-9	-2.209912E-4
3.800000E-9	-1.815897E-4
3.850000E-9	-1.593192E-4
3.900000E-9	-1.576061E-4
3.950000E-9	-1.730241E-4
4.000000E-9	-1.815897E-4
4.050000E-9	-1.730241E-4
4.100000E-9	-1.798766E-4
4.150000E-9	-2.227043E-4
4.200000E-9	-2.535403E-4
4.250000E-9	-2.175650E-4
4.300000E-9	-1.301964E-4
4.350000E-9	-3.426220E-5
4.400000E-9	7.708995E-5
4.450000E-9	2.055732E-4
4.500000E-9	3.169254E-4
4.550000E-9	4.025809E-4
4.600000E-9	4.813839E-4
4.650000E-9	5.687525E-4
4.700000E-9	6.475556E-4
4.750000E-9	7.177931E-4
4.800000E-9	7.794651E-4
4.850000E-9	8.137273E-4
4.900000E-9	8.205797E-4
4.950000E-9	8.051617E-4
5.000000E-9	7.657602E-4
5.050000E-9	7.246455E-4
5.100000E-9	7.075144E-4
5.150000E-9	6.938096E-4
5.200000E-9	6.509818E-4
5.250000E-9	6.115803E-4
5.300000E-9	6.132934E-4
5.350000E-9	6.167196E-4
5.400000E-9	5.721787E-4
5.450000E-9	4.968019E-4
5.500000E-9	4.317037E-4
5.550000E-9	3.751711E-4
5.600000E-9	2.980811E-4
5.650000E-9	1.833028E-4
5.700000E-9	4.111464E-5
5.750000E-9	-6.852440E-5
5.800000E-9	-1.182046E-4
